﻿序號,縣市別代碼,機關代碼,市話,傳真,年,月,日,時,分,縣市,區,死亡數量,受傷數量,2-30,天候,道路照明設備,道路類別,道路速限,道路型態,事故位置,路面鋪裝,路面狀態,路面缺陷,障礙物,視距,號誌種類,號誌動作,分向設施,快車道或一般車道間,快慢車道間,路面邊線,事故類型及型態,受傷程度,主要傷處,保護裝備,行動電話或功能裝置,當事者區分(類別),車輛用途,當事者行動狀態,駕照狀態,駕照種類,飲酒情形,車輛撞擊部位最初,車輛撞擊部位其他,肇事因素個別,肇事因素主要,肇事逃逸,職業,共享經濟或外送平台,GPS座標X,GPS座標Y,事故類別
"7816","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","3","臺中市","大里區","0","1","0","7","3","6","30","3","1","1","5","4","6","6","4","4","10","5","5","2","16","3","10","3","1","B12","7","6","1","7","2","2","","14","14","1","6","4","120.70032","24.10376","2"
"7817","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","3","臺中市","梧棲區","0","1","0","7","2","6","50","4","1","1","5","4","6","6","4","4","5","5","5","1","17","3","10","3","1","B03","7","6","1","8","2","1","","14","14","1","12","4","120.5298","24.239503","2"
"7818","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","5","臺中市","西區","0","1","0","7","1","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","13","2","9","2","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.665226","24.144326","2"
"7819","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","7","臺中市","霧峰區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","A11","","","1","","2","","","71","71","1","6","4","120.651113","24.072869","3"
"7820","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","8","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","1","","","7","7","1","12","4","120.714946","24.174145","3"
"7821","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","10","臺中市","大里區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","59","59","1","12","4","120.679063","24.115363","3"
"7822","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","12","臺中市","南區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","A02","","","1","","1","","","7","7","1","12","4","120.668902","24.11451","3"
"7823","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","14","臺中市","潭子區","0","0","0","7","","","60","","","","","","","","","","","","","","","","","","","B02","","","1","","2","","","59","59","1","13","4","120.703331","24.199946","3"
"7824","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","14","臺中市","沙鹿區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","1","1","10","5","5","2","17","2","9","2","1","C03","7","11","3","19","2","14","","23","23","1","6","4","120.570453","24.217356","2"
"7825","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","16","臺中市","南屯區","0","3","0","6","2","6","50","13","9","1","5","4","6","6","4","4","5","5","5","1","13","2","8","2","1","C03","7","9","1","10","2","11","","7","7","1","13","4","120.653232","24.141833","2"
"7826","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","18","臺中市","北區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","8","8","2","13","4","120.689154","24.153318","3"
"7827","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","18","臺中市","東區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B12","","","1","","2","","","84","84","1","12","4","120.691733","24.144213","3"
"7828","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","20","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","84","84","1","13","4","120.644999","24.13834","4"
"7829","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","20","臺中市","霧峰區","0","2","0","7","2","6","50","4","1","1","2","4","6","6","3","1","10","5","5","2","17","2","9","1","1","C03","7","9","1","10","2","12","","82","82","1","6","4","120.654442","24.084646","2"
"7830","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","21","臺中市","潭子區","0","2","0","7","2","6","40","13","8","1","5","4","6","6","4","4","1","4","4","1","13","2","9","2","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.699534","24.216471","2"
"7831","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","23","臺中市","西區","0","2","0","7","3","6","50","4","2","1","5","4","6","6","3","1","5","2","4","2","13","2","9","1","1","C03","7","9","1","10","2","12","","7","7","1","6","4","120.670042","24.148112","2"
"7832","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","23","臺中市","北屯區","0","4","0","7","2","6","40","3","1","1","5","4","6","6","2","1","1","4","4","2","13","2","9","2","1","C03","7","9","1","10","2","11","","7","7","1","4","4","120.666245","24.181637","2"
"7833","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","30","臺中市","北區","0","1","0","7","1","6","50","4","1","1","5","4","6","6","2","1","10","5","5","2","17","2","9","1","1","C03","7","9","1","10","2","14","","84","84","1","13","4","120.676795","24.16324","2"
"7834","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","32","臺中市","沙鹿區","0","1","0","7","2","6","50","3","1","1","5","4","6","6","4","4","1","4","5","2","16","3","10","2","1","C03","7","5","1","10","2","12","","47","47","1","6","4","120.558613","24.231955","2"
"7835","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","35","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","C03","","","1","","1","","","42","42","1","12","4","120.64662","24.150657","3"
"7836","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","38","臺中市","潭子區","0","1","0","6","1","6","30","3","2","1","5","4","6","6","4","4","9","4","4","2","17","3","10","3","1","B03","7","6","1","8","2","1","","14","14","1","13","4","120.69081","24.21488","2"
"7837","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","42","臺中市","大里區","0","1","0","7","1","6","50","3","2","1","5","4","6","6","1","1","5","5","5","1","17","2","9","1","1","F02","7","5","7","21","2","11","","47","47","1","13","4","120.697126","24.100722","2"
"7838","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","43","臺中市","大雅區","0","0","0","7","","","70","","","","","","","","","","","","","","12","","","","","B12","","","1","","11","","","84","84","1","12","4","120.629488","24.241626","3"
"7839","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","43","臺中市","南屯區","0","1","0","7","1","6","50","13","9","1","5","4","6","6","4","4","9","4","5","2","12","2","9","2","1","C03","7","8","1","10","2","14","","40","40","1","13","4","120.652501","24.135911","2"
"7840","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","45","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","14","","","","","B12","","","3","","1","","","82","82","1","6","4","120.716747","24.182093","3"
"7841","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","47","臺中市","潭子區","0","0","0","7","","","60","","","","","","","","","","","","","","13","","","","","B03","","","1","","2","","","84","84","1","12","4","120.705326","24.211656","3"
"7842","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","47","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","15","","","","","B03","","","1","","2","","","21","21","1","13","4","120.589326","24.174891","3"
"7843","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","47","臺中市","西屯區","0","0","0","7","","","40","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","7","7","1","12","4","120.656544","24.169041","3"
"7844","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","50","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","1","","","8","8","1","12","4","120.697855","24.173462","3"
"7845","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","50","臺中市","西屯區","0","0","0","7","","","0","","","","","","","","","","","","","","19","","","","","C03","","","1","","2","","","84","84","1","12","4","120.663808","24.177931","3"
"7846","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","50","臺中市","梧棲區","0","0","0","7","","","60","","","","","","","","","","","","","","12","","","","","A12","","","1","","1","","","8","8","1","6","4","120.52475","24.223074","3"
"7847","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","51","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","12","4","120.64645","24.155715","3"
"7848","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","56","臺中市","東區","0","2","0","7","1","6","30","3","1","1","5","4","6","6","4","4","10","5","5","2","17","2","9","2","1","C03","7","15","1","10","2","11","","12","12","1","13","4","120.694737","24.12895","2"
"7849","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","57","臺中市","西區","0","0","0","7","","","50","","","","","","","","","","","","","","12","","","","","B03","","","1","","11","","","51","51","2","13","4","120.658913","24.154197","3"
"7850","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","57","臺中市","西屯區","0","1","0","7","1","6","50","13","9","1","5","4","6","6","4","4","3","4","5","2","17","2","9","5","4","C03","7","9","1","10","2","11","","8","8","1","13","4","120.647107","24.158699","2"
"7851","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","57","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","7","7","1","12","4","120.624531","24.185268","3"
"7852","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","58","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","7","7","1","12","4","120.657326","24.196679","3"
"7853","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","17","59","臺中市","神岡區","0","1","0","7","1","6","40","11","8","1","5","4","6","6","4","4","9","5","5","2","27","2","9","2","1","C03","7","9","1","10","2","11","","84","84","1","6","4","120.695642","24.237266","2"
"7854","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","0","臺中市","北區","0","1","0","7","1","6","50","5","1","1","5","4","6","6","2","1","5","4","5","2","17","3","10","3","1","B03","7","5","1","8","2","5","","59","59","1","12","4","120.681834","24.144612","2"
"7855","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","2","臺中市","西屯區","0","1","0","7","1","6","50","4","1","1","5","4","6","6","4","4","10","5","5","2","16","3","10","5","4","B01","7","6","1","4","2","1","","14","14","1","12","4","120.619672","24.186289","2"
"7856","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","2","臺中市","太平區","0","1","0","7","1","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","12","3","10","2","1","C03","7","15","1","10","2","13","","42","42","1","12","4","120.723136","24.14952","2"
"7857","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","3","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","13","4","120.700446","24.166747","3"
"7858","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","3","臺中市","大里區","0","1","0","7","1","6","40","13","7","1","5","4","6","6","4","4","5","5","4","2","16","3","10","2","1","C03","7","11","1","10","2","14","","45","45","1","12","4","120.68446","24.095693","2"
"7859","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","4","臺中市","中區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","59","59","1","13","4","120.681253","24.13667","3"
"7860","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","6","臺中市","南屯區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","84","84","1","13","4","120.623141","24.145201","3"
"7861","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","6","臺中市","霧峰區","0","1","0","7","1","6","30","4","1","4","5","4","6","6","4","4","10","5","5","2","17","3","10","5","4","B03","7","9","1","8","2","1","","15","15","1","6","4","120.699919","24.066679","2"
"7862","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","8","臺中市","北屯區","0","0","0","7","","","30","","","","","","","","","","","","","","30","","","","","B03","","","1","","1","","","84","84","1","6","4","120.699863","24.179893","3"
"7863","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","8","臺中市","梧棲區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","1","","","8","8","1","5","4","120.557998","24.258416","3"
"7864","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","11","臺中市","烏日區","0","0","0","7","1","6","50","13","7","1","5","4","6","6","4","4","1","4","1","2","13","3","10","3","1","B03","7","9","1","8","1","1","","84","84","1","6","4","120.613504","24.102969","3"
"7865","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","13","臺中市","石岡區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","2","","","59","59","1","13","4","120.779733","24.283758","3"
"7866","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","14","臺中市","大里區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","3","","3","","","4","4","1","6","4","120.69317","24.085706","3"
"7867","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","15","臺中市","南屯區","0","1","0","7","1","6","50","3","1","1","5","4","6","6","4","4","5","5","4","1","18","2","7","2","1","C03","7","6","1","10","2","14","","84","84","1","13","4","120.63366","24.152247","2"
"7868","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","15","臺中市","清水區","0","1","0","7","1","6","50","13","9","1","5","4","6","6","4","4","9","4","5","1","13","2","8","2","1","C02","7","9","1","9","2","11","","7","7","1","12","4","120.569474","24.269003","2"
"7869","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","17","臺中市","豐原區","0","2","0","7","1","6","50","5","2","1","5","4","6","6","2","1","1","4","5","2","17","2","9","5","4","C03","7","1","1","10","2","12","","51","51","1","12","4","120.737116","24.251068","2"
"7870","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","18","臺中市","潭子區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","A11","","","1","","2","","","8","8","1","6","4","120.703314","24.200677","3"
"7871","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","18","臺中市","東區","0","1","0","7","1","6","50","3","9","1","5","4","6","6","4","4","10","5","5","2","13","2","8","2","1","C03","7","9","3","19","2","11","12","7","7","1","12","4","120.690836","24.14712","2"
"7872","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","18","臺中市","南屯區","0","1","0","7","1","6","50","13","9","1","5","4","6","6","4","4","5","4","5","2","11","2","9","2","1","C03","7","8","1","10","2","14","","40","40","1","13","4","120.646615","24.153597","2"
"7873","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","18","臺中市","新社區","0","0","0","7","","","30","","","","","","","","","","","","","","","","","","","B11","","","1","","9","","","49","49","2","12","4","120.807061","24.222712","3"
"7874","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","19","臺中市","南屯區","0","1","0","7","1","6","50","5","2","1","5","4","6","6","1","1","5","5","5","2","18","2","9","1","1","C03","7","14","1","10","2","12","","84","84","1","12","4","120.646077","24.142618","2"
"7875","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","20","臺中市","西區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","C03","","","1","","1","","","7","7","1","6","4","120.662511","24.136948","3"
"7876","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","20","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","14","","","","","C03","","","1","","2","","","84","84","1","6","4","120.660463","24.191315","3"
"7877","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","21","臺中市","西區","0","2","0","7","1","6","30","4","1","1","5","4","6","6","4","4","7","5","5","2","15","2","9","1","1","C03","7","9","1","10","2","14","","12","12","1","13","4","120.657882","24.152563","2"
"7878","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","25","臺中市","北區","0","1","0","7","1","6","50","5","2","1","5","4","6","6","2","1","10","5","5","2","12","3","10","3","1","B03","7","6","1","8","2","5","","59","59","1","13","4","120.6721","24.164989","2"
"7879","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","28","臺中市","大甲區","0","0","0","7","","","70","","","","","","","","","","","","","","10","","","","","B03","","","5","","2","","","4","4","1","6","4","120.644571","24.399365","3"
"7880","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","30","臺中市","梧棲區","0","2","0","7","1","6","40","4","2","1","5","4","6","6","1","1","1","4","4","1","13","2","9","1","1","C03","7","9","1","10","2","14","","59","59","1","6","4","120.544646","24.225016","2"
"7881","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","31","臺中市","神岡區","0","1","0","7","1","6","50","7","9","1","5","4","6","6","4","4","5","4","5","1","16","3","10","1","1","C03","7","8","1","10","2","11","","40","40","1","12","4","120.692554","24.254064","2"
"7882","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","32","臺中市","西區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","8","1","","","35","35","1","13","4","120.668346","24.129897","3"
"7883","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","34","臺中市","太平區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","42","42","1","13","4","120.711915","24.148037","3"
"7884","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","36","臺中市","清水區","0","1","0","7","1","6","50","3","1","1","5","4","6","6","4","4","8","3","5","2","16","3","10","3","1","B03","7","6","1","8","2","16","","14","14","1","12","4","120.573653","24.286406","2"
"7885","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","38","臺中市","西屯區","0","2","0","7","1","3","80","13","7","1","5","4","6","6","4","4","1","4","5","2","13","2","9","3","1","B12","7","9","1","4","2","1","","7","7","1","12","4","120.633115","24.172143","2"
"7886","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","39","臺中市","西區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","59","59","1","13","4","120.672953","24.147069","3"
"7887","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","39","臺中市","北屯區","0","1","0","7","3","6","50","13","9","1","5","4","6","6","4","4","9","4","5","2","17","3","10","1","1","C03","7","9","1","10","1","11","","7","7","1","12","4","120.68456","24.172019","2"
"7888","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","39","臺中市","西屯區","0","1","0","7","1","6","50","3","1","1","5","4","6","6","2","1","10","5","5","2","16","3","10","3","1","B03","7","5","1","8","2","2","","47","47","1","12","4","120.643352","24.159934","2"
"7889","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","39","臺中市","大里區","0","1","0","6","1","6","50","4","2","1","5","4","6","6","1","1","10","5","5","2","16","3","10","1","1","C03","7","9","1","10","9","14","","39","39","2","12","4","120.691632","24.100464","2"
"7890","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","40","臺中市","清水區","0","1","0","7","3","6","40","4","1","1","5","4","6","6","1","1","1","4","4","1","13","2","9","2","1","C03","7","9","1","10","2","11","","7","7","1","12","4","120.573078","24.26333","2"
"7891","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","41","臺中市","東區","0","0","0","7","","","30","","","","","","","","","","","","","","17","","","","","C03","","","1","","1","","","47","47","1","6","4","120.683854","24.135009","3"
"7892","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","41","臺中市","西屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","7","7","1","12","4","120.648851","24.193567","3"
"7893","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","41","臺中市","神岡區","0","1","0","7","2","6","30","4","1","1","5","4","6","6","4","4","10","5","5","2","17","2","9","2","1","C03","7","9","1","10","2","11","","20","20","1","6","4","120.659321","24.270673","2"
"7894","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","43","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","C03","","","1","","1","","","7","7","1","12","4","120.685916","24.188931","3"
"7895","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","43","臺中市","西屯區","0","0","0","7","","","30","","","","","","","","","","","","","","11","","","","","B03","","","1","","1","","","8","8","1","12","4","120.618416","24.1795","3"
"7896","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","45","臺中市","沙鹿區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","","","","","","","","","119","119","1","","","120.559843","24.237339","3"
"7897","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","47","臺中市","沙鹿區","0","0","0","7","","","50","","","","","","","","","","","","","","14","","","","","B03","","","1","","2","","","49","49","1","6","4","120.567015","24.211754","3"
"7898","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","57","臺中市","大里區","0","0","0","7","1","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","16","","","","","C03","","","1","","1","","","14","14","1","6","4","120.714675","24.094374","3"
"7899","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","18","57","臺中市","大肚區","0","1","0","7","1","6","40","13","14","1","5","4","6","6","4","4","1","4","4","1","17","2","9","1","1","C03","7","9","1","10","2","12","","59","59","1","6","4","120.542383","24.167594","2"
"7900","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","0","臺中市","大里區","0","1","0","7","1","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","16","3","10","1","1","C03","7","6","1","10","2","14","","85","85","1","6","4","120.684956","24.119026","2"
"7901","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","5","臺中市","大雅區","0","0","0","7","","","70","","","","","","","","","","","","","","12","","","","","B03","","","1","","2","","","84","84","1","12","4","120.634428","24.237113","3"
"7902","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","10","臺中市","潭子區","0","1","0","7","1","9","10","18","24","2","5","4","6","6","4","4","10","5","5","2","18","2","8","1","1","F01","7","9","7","21","2","14","","59","59","1","13","4","120.721114","24.220968","2"
"7903","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","13","臺中市","西屯區","0","0","0","7","","","60","","","","","","","","","","","","","","12","","","","","B03","","","1","","1","","","40","40","1","12","4","120.647993","24.196248","3"
"7904","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","13","臺中市","霧峰區","0","1","0","7","1","6","30","3","1","1","5","4","6","6","4","4","10","5","5","1","19","2","9","5","4","C03","7","9","1","10","2","11","","58","58","1","6","4","120.682242","24.064813","2"
"7905","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","14","臺中市","太平區","0","2","0","7","1","6","50","13","9","1","5","4","6","6","4","4","5","5","5","1","16","2","8","1","1","C03","7","11","1","10","2","14","","45","45","1","12","4","120.733762","24.143057","2"
"7906","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","14","臺中市","梧棲區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","2","","","7","7","1","6","4","120.536276","24.259496","3"
"7907","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","15","臺中市","北屯區","0","0","0","7","","","50","","","","","","","","","","","","","","13","","","","","B03","","","1","","1","","","84","84","1","13","4","120.744045","24.185922","3"
"7908","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","17","臺中市","大甲區","0","0","0","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","4","1","","","120.621726","24.346372","4"
"7909","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","25","臺中市","西屯區","0","2","0","7","1","6","40","3","1","1","5","4","6","6","4","4","10","5","5","2","16","2","9","1","1","C03","7","6","1","10","2","14","","48","48","1","12","4","120.653642","24.168332","2"
"7910","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","25","臺中市","清水區","0","0","0","7","","","50","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","84","84","1","12","4","120.575254","24.278479","3"
"7911","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","25","臺中市","梧棲區","0","0","0","7","","","30","","","","","","","","","","","","","","12","","","","","A11","","","1","","2","","","8","8","1","6","4","120.531947","24.26085","3"
"7912","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","25","臺中市","梧棲區","0","0","0","7","","","50","","","","","","","","","","","","","","16","","","","","F07","","","1","","1","","","12","12","1","12","4","120.539751","24.262645","3"
"7913","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","27","臺中市","太平區","0","0","0","7","","","40","","","","","","","","","","","","","","","","","","","B03","","","1","","2","","","49","49","1","13","4","120.713175","24.160109","3"
"7914","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","34","臺中市","大雅區","0","1","0","7","1","6","30","4","1","1","5","4","6","6","3","1","10","5","5","1","16","2","8","2","1","C03","7","14","1","7","2","12","","87","87","1","12","4","120.662958","24.221583","2"
"7915","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","41","臺中市","后里區","0","2","0","7","2","6","50","11","9","1","5","4","6","6","4","4","5","5","5","1","10","2","8","6","1","F01","7","9","7","21","2","11","","39","39","1","12","4","120.715241","24.333103","2"
"7916","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","48","臺中市","烏日區","0","0","0","7","","","50","","","","","","","","","","","","","","9","","","","","B03","","","1","","1","","","7","7","1","6","4","120.604008","24.109443","3"
"7917","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","52","臺中市","西屯區","0","2","0","7","1","6","30","3","1","1","5","4","6","6","4","4","10","5","5","2","16","2","9","1","1","C03","7","6","1","10","2","14","","14","14","1","12","4","120.634775","24.184911","2"
"7918","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","53","臺中市","西屯區","0","0","0","7","","","30","","","","","","","","","","","","","","14","","","","","B03","","","1","","1","","","49","49","1","12","4","120.66115","24.163477","3"
"7919","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","19","55","臺中市","太平區","0","1","0","7","1","6","50","3","1","1","5","4","6","6","4","4","10","5","5","2","17","2","9","2","1","C03","7","9","1","10","2","16","","84","84","1","12","4","120.714116","24.152526","2"
"7920","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","20","0","臺中市","烏日區","0","0","0","7","","","50","","","","","","","","","","","","","","17","","","","","B03","","","1","","2","","","8","8","1","6","4","120.6391","24.107314","3"
"7921","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","20","8","臺中市","霧峰區","0","3","0","7","1","6","50","3","2","1","5","4","6","6","4","4","5","5","5","1","12","2","9","1","1","C03","7","9","1","10","2","11","","7","7","1","5","4","120.694604","24.068825","2"
"7922","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","20","10","臺中市","南區","0","1","0","7","1","6","50","4","1","1","5","4","6","6","1","1","10","5","5","2","16","2","8","2","1","C03","7","6","1","10","2","11","","11","11","1","12","4","120.67777","24.129335","2"
"7923","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","20","12","臺中市","大甲區","0","0","0","7","","","40","","","","","","","","","","","","","","","","","","","B03","","","1","","1","","","84","84","1","12","4","120.622101","24.36078","3"
"7924","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","20","17","臺中市","清水區","0","4","0","7","1","6","50","4","2","1","5","4","6","6","1","1","8","3","4","1","12","2","9","1","1","C03","7","5","1","10","2","13","","47","47","1","12","4","120.550175","24.266681","2"
"7925","66000","387130000C","(04)23274275","(04)23288582","2026","1","19","20","18","臺中市","南區","0","2","0","7","3","6","1","3","2","1","5","4","6","6","4","4","5","5","5","2","14","2","9","5","4","C03","7","2","3","19","2","13","","49","49","1","12","4","120.660089","24.123442","2"
